,EGF,Eotaxin,FGF-2,FLT3L,FKN,GCSF,GM-CSF,GRO,IFNα2,IFNγ,IL1α,IL1β,IL1Ra/Ra2,IL2,IL3,IL4,IL5,IL6,IL7,IL8,IL9,IL10,IL12-P40,IL12-P70,IL13,IL15,IP10,MCP1,MCP3,MDC,MIP1α,MIP1β,sCD40-L,TGFα,TNFα,TNFβ,VEGF
IL1α,0.346,0.365,0.655,0.367,0.643,0.42600000000000005,0.639,0.347,0.648,0.496,0.0,0.632,0.643,0.648,0.5800000000000001,0.644,0.648,0.376,0.649,0.33799999999999997,0.544,0.597,0.648,0.487,0.5720000000000001,0.646,0.32599999999999996,0.35,0.619,0.33799999999999997,0.33999999999999997,0.43600000000000005,0.33799999999999997,0.362,0.363,0.652,0.5589999999999999
IL1β,0.968,0.945,0.025000000000000022,0.937,0.017000000000000015,0.634,0.07099999999999995,0.969,0.02200000000000002,0.712,0.632,0.0,0.06699999999999995,0.02200000000000002,0.13,0.062000000000000055,0.03600000000000003,0.9,0.04300000000000004,0.964,0.28,0.21899999999999997,0.02200000000000002,0.573,0.278,0.020000000000000018,0.954,0.972,0.135,0.964,0.95,0.20799999999999996,0.964,0.95,0.949,0.028000000000000025,0.505
IL1Ra/Ra2,0.957,0.938,0.04600000000000004,0.9319999999999999,0.05400000000000005,0.611,0.09399999999999997,0.958,0.049000000000000044,0.6950000000000001,0.643,0.06699999999999995,0.0,0.049000000000000044,0.17300000000000004,0.06899999999999995,0.05300000000000005,0.883,0.06799999999999995,0.951,0.31299999999999994,0.21999999999999997,0.049000000000000044,0.5880000000000001,0.22499999999999998,0.051000000000000045,0.935,0.951,0.11599999999999999,0.951,0.937,0.257,0.951,0.9410000000000001,0.94,0.04500000000000004,0.49
IL2,0.99,0.967,0.009000000000000008,0.959,0.0050000000000000044,0.644,0.05900000000000005,0.991,0.0,0.706,0.648,0.02200000000000002,0.049000000000000044,0.0,0.124,0.040000000000000036,0.014000000000000012,0.922,0.02300000000000002,0.986,0.28,0.21499999999999997,0.0,0.593,0.262,0.0020000000000000018,0.974,0.994,0.119,0.986,0.972,0.22999999999999998,0.986,0.972,0.971,0.006000000000000005,0.497
IL3,0.868,0.847,0.133,0.835,0.119,0.602,0.15900000000000003,0.867,0.124,0.6859999999999999,0.5800000000000001,0.13,0.17300000000000004,0.124,0.0,0.15200000000000002,0.128,0.8240000000000001,0.135,0.864,0.17200000000000004,0.261,0.124,0.5589999999999999,0.354,0.122,0.852,0.872,0.21299999999999997,0.864,0.856,0.29600000000000004,0.864,0.848,0.847,0.13,0.519
IL4,0.958,0.935,0.039000000000000035,0.925,0.04500000000000004,0.624,0.09299999999999997,0.957,0.040000000000000036,0.6679999999999999,0.644,0.062000000000000055,0.06899999999999995,0.040000000000000036,0.15200000000000002,0.0,0.026000000000000023,0.892,0.04700000000000004,0.954,0.29800000000000004,0.239,0.040000000000000036,0.565,0.252,0.04200000000000004,0.944,0.962,0.123,0.954,0.94,0.26,0.954,0.938,0.937,0.03400000000000003,0.46099999999999997
IL5,0.984,0.961,0.013000000000000012,0.951,0.019000000000000017,0.64,0.07099999999999995,0.983,0.014000000000000012,0.694,0.648,0.03600000000000003,0.05300000000000005,0.014000000000000012,0.128,0.026000000000000023,0.0,0.916,0.025000000000000022,0.98,0.278,0.21899999999999997,0.014000000000000012,0.585,0.258,0.016000000000000014,0.968,0.988,0.11299999999999999,0.98,0.966,0.244,0.98,0.964,0.963,0.008000000000000007,0.483
IL6,0.07799999999999996,0.07899999999999996,0.919,0.08899999999999997,0.917,0.30400000000000005,0.863,0.07899999999999996,0.922,0.278,0.376,0.9,0.883,0.922,0.8240000000000001,0.892,0.916,0.0,0.905,0.07399999999999995,0.742,0.7090000000000001,0.922,0.33499999999999996,0.6679999999999999,0.92,0.08799999999999997,0.07199999999999995,0.817,0.07799999999999996,0.08799999999999997,0.726,0.07799999999999996,0.07999999999999996,0.08099999999999996,0.922,0.483
IL7,0.971,0.948,0.026000000000000023,0.94,0.028000000000000025,0.639,0.07999999999999996,0.97,0.02300000000000002,0.683,0.649,0.04300000000000004,0.06799999999999995,0.02300000000000002,0.135,0.04700000000000004,0.025000000000000022,0.905,0.0,0.967,0.28500000000000003,0.22999999999999998,0.02300000000000002,0.5880000000000001,0.253,0.025000000000000022,0.957,0.975,0.13,0.967,0.955,0.243,0.967,0.951,0.95,0.025000000000000022,0.474
IL8,0.008000000000000007,0.031000000000000028,0.983,0.041000000000000036,0.981,0.352,0.927,0.009000000000000008,0.986,0.29600000000000004,0.33799999999999997,0.964,0.951,0.986,0.864,0.954,0.98,0.07399999999999995,0.967,0.0,0.72,0.781,0.986,0.397,0.732,0.984,0.02200000000000002,0.01200000000000001,0.881,0.008000000000000007,0.026000000000000023,0.756,0.008000000000000007,0.028000000000000025,0.029000000000000026,0.986,0.505
IL9,0.712,0.6890000000000001,0.28700000000000003,0.681,0.275,0.554,0.30500000000000005,0.7110000000000001,0.28,0.656,0.544,0.28,0.31299999999999994,0.28,0.17200000000000004,0.29800000000000004,0.278,0.742,0.28500000000000003,0.72,0.0,0.32699999999999996,0.28,0.5529999999999999,0.478,0.278,0.704,0.716,0.31699999999999995,0.712,0.696,0.376,0.712,0.692,0.6910000000000001,0.28600000000000003,0.521
IL10,0.787,0.778,0.22199999999999998,0.774,0.20999999999999996,0.43899999999999995,0.23199999999999998,0.788,0.21499999999999997,0.669,0.597,0.21899999999999997,0.21999999999999997,0.21499999999999997,0.261,0.239,0.21899999999999997,0.7090000000000001,0.22999999999999998,0.781,0.32699999999999996,0.0,0.21499999999999997,0.478,0.403,0.21299999999999997,0.763,0.779,0.16400000000000003,0.779,0.771,0.345,0.779,0.779,0.78,0.21899999999999997,0.512
IL12-P40,0.99,0.967,0.009000000000000008,0.959,0.0050000000000000044,0.644,0.05900000000000005,0.991,0.0,0.706,0.648,0.02200000000000002,0.049000000000000044,0.0,0.124,0.040000000000000036,0.014000000000000012,0.922,0.02300000000000002,0.986,0.28,0.21499999999999997,0.0,0.593,0.262,0.0020000000000000018,0.974,0.994,0.119,0.986,0.972,0.22999999999999998,0.986,0.972,0.971,0.006000000000000005,0.497
IL12-P70,0.401,0.392,0.5900000000000001,0.398,0.5880000000000001,0.377,0.558,0.4,0.593,0.399,0.487,0.573,0.5880000000000001,0.593,0.5589999999999999,0.565,0.585,0.33499999999999996,0.5880000000000001,0.397,0.5529999999999999,0.478,0.593,0.0,0.5389999999999999,0.591,0.405,0.403,0.5700000000000001,0.395,0.397,0.509,0.395,0.395,0.396,0.593,0.41200000000000003
IL13,0.736,0.7170000000000001,0.257,0.7130000000000001,0.267,0.5840000000000001,0.28900000000000003,0.737,0.262,0.48,0.5720000000000001,0.278,0.22499999999999998,0.262,0.354,0.252,0.258,0.6679999999999999,0.253,0.732,0.478,0.403,0.262,0.5389999999999999,0.0,0.264,0.734,0.738,0.32299999999999995,0.734,0.728,0.396,0.734,0.72,0.719,0.256,0.45299999999999996
IL15,0.988,0.965,0.01100000000000001,0.957,0.0030000000000000027,0.642,0.05900000000000005,0.989,0.0020000000000000018,0.708,0.646,0.020000000000000018,0.051000000000000045,0.0020000000000000018,0.122,0.04200000000000004,0.016000000000000014,0.92,0.025000000000000022,0.984,0.278,0.21299999999999997,0.0020000000000000018,0.591,0.264,0.0,0.972,0.992,0.121,0.984,0.97,0.22799999999999998,0.984,0.97,0.969,0.008000000000000007,0.499
IP10,0.02400000000000002,0.04700000000000004,0.971,0.05700000000000005,0.969,0.33399999999999996,0.915,0.025000000000000022,0.974,0.30400000000000005,0.32599999999999996,0.954,0.935,0.974,0.852,0.944,0.968,0.08799999999999997,0.957,0.02200000000000002,0.704,0.763,0.974,0.405,0.734,0.972,0.0,0.02400000000000002,0.865,0.018000000000000016,0.03400000000000003,0.746,0.018000000000000016,0.04400000000000004,0.04500000000000004,0.974,0.497
MCP1,0.008000000000000007,0.027000000000000024,0.991,0.03700000000000003,0.989,0.35,0.935,0.009000000000000008,0.994,0.29400000000000004,0.35,0.972,0.951,0.994,0.872,0.962,0.988,0.07199999999999995,0.975,0.01200000000000001,0.716,0.779,0.994,0.403,0.738,0.992,0.02400000000000002,0.0,0.881,0.01200000000000001,0.026000000000000023,0.766,0.01200000000000001,0.02400000000000002,0.025000000000000022,0.994,0.505
MCP3,0.889,0.874,0.118,0.872,0.124,0.5349999999999999,0.14800000000000002,0.89,0.119,0.651,0.619,0.135,0.11599999999999999,0.119,0.21299999999999997,0.123,0.11299999999999999,0.817,0.13,0.881,0.31699999999999995,0.16400000000000003,0.119,0.5700000000000001,0.32299999999999995,0.121,0.865,0.881,0.0,0.881,0.869,0.30100000000000005,0.881,0.875,0.874,0.11499999999999999,0.45799999999999996
MDC,0.008000000000000007,0.031000000000000028,0.983,0.041000000000000036,0.981,0.352,0.927,0.009000000000000008,0.986,0.29200000000000004,0.33799999999999997,0.964,0.951,0.986,0.864,0.954,0.98,0.07799999999999996,0.967,0.008000000000000007,0.712,0.779,0.986,0.395,0.734,0.984,0.018000000000000016,0.01200000000000001,0.881,0.0,0.018000000000000016,0.756,0.0,0.028000000000000025,0.029000000000000026,0.986,0.497
MIP1α,0.02200000000000002,0.041000000000000036,0.969,0.05500000000000005,0.967,0.354,0.913,0.02300000000000002,0.972,0.29600000000000004,0.33999999999999997,0.95,0.937,0.972,0.856,0.94,0.966,0.08799999999999997,0.955,0.026000000000000023,0.696,0.771,0.972,0.397,0.728,0.97,0.03400000000000003,0.026000000000000023,0.869,0.018000000000000016,0.0,0.742,0.018000000000000016,0.04200000000000004,0.04300000000000004,0.972,0.499
MIP1β,0.762,0.757,0.23299999999999998,0.753,0.22499999999999998,0.532,0.249,0.763,0.22999999999999998,0.652,0.43600000000000005,0.20799999999999996,0.257,0.22999999999999998,0.29600000000000004,0.26,0.244,0.726,0.243,0.756,0.376,0.345,0.22999999999999998,0.509,0.396,0.22799999999999998,0.746,0.766,0.30100000000000005,0.756,0.742,0.0,0.756,0.762,0.761,0.236,0.511
sCD40-L,0.008000000000000007,0.031000000000000028,0.983,0.041000000000000036,0.981,0.352,0.927,0.009000000000000008,0.986,0.29200000000000004,0.33799999999999997,0.964,0.951,0.986,0.864,0.954,0.98,0.07799999999999996,0.967,0.008000000000000007,0.712,0.779,0.986,0.395,0.734,0.984,0.018000000000000016,0.01200000000000001,0.881,0.0,0.018000000000000016,0.756,0.0,0.028000000000000025,0.029000000000000026,0.986,0.497
TGFα,0.020000000000000018,0.0050000000000000044,0.969,0.013000000000000012,0.967,0.356,0.915,0.019000000000000017,0.972,0.274,0.362,0.95,0.9410000000000001,0.972,0.848,0.938,0.964,0.07999999999999996,0.951,0.028000000000000025,0.692,0.779,0.972,0.395,0.72,0.97,0.04400000000000004,0.02400000000000002,0.875,0.028000000000000025,0.04200000000000004,0.762,0.028000000000000025,0.0,0.0010000000000000009,0.972,0.485
TNFα,0.02100000000000002,0.006000000000000005,0.968,0.014000000000000012,0.966,0.357,0.914,0.020000000000000018,0.971,0.275,0.363,0.949,0.94,0.971,0.847,0.937,0.963,0.08099999999999996,0.95,0.029000000000000026,0.6910000000000001,0.78,0.971,0.396,0.719,0.969,0.04500000000000004,0.025000000000000022,0.874,0.029000000000000026,0.04300000000000004,0.761,0.029000000000000026,0.0010000000000000009,0.0,0.971,0.486
TNFβ,0.99,0.967,0.0050000000000000044,0.959,0.01100000000000001,0.646,0.06299999999999994,0.991,0.006000000000000005,0.702,0.652,0.028000000000000025,0.04500000000000004,0.006000000000000005,0.13,0.03400000000000003,0.008000000000000007,0.922,0.025000000000000022,0.986,0.28600000000000003,0.21899999999999997,0.006000000000000005,0.593,0.256,0.008000000000000007,0.974,0.994,0.11499999999999999,0.986,0.972,0.236,0.986,0.972,0.971,0.0,0.491
VEGF,0.501,0.482,0.488,0.48,0.502,0.46499999999999997,0.486,0.5,0.497,0.21299999999999997,0.5589999999999999,0.505,0.49,0.497,0.519,0.46099999999999997,0.483,0.483,0.474,0.505,0.521,0.512,0.497,0.41200000000000003,0.45299999999999996,0.499,0.497,0.505,0.45799999999999996,0.497,0.499,0.511,0.497,0.485,0.486,0.491,0.0
