,EGF,Eotaxin,FGF-2,FLT3L,FKN,GCSF,GM-CSF,GRO,IFNα2,IFNγ,IL1α,IL1β,IL1Ra/Ra2,IL2,IL3,IL4,IL5,IL6,IL7,IL8,IL9,IL10,IL12-P40,IL12-P70,IL13,IL15,IP10,MCP1,MCP3,MDC,MIP1α,MIP1β,sCD40-L,TGFα,TNFα,TNFβ,VEGF
IL1α,0.812,0.876,0.6699999999999999,0.91,0.638,0.8069999999999999,0.643,0.786,0.647,0.783,0.0,0.647,0.714,0.64,0.6890000000000001,0.685,0.677,0.916,0.6599999999999999,0.364,0.744,0.655,0.643,0.795,0.775,0.639,0.369,0.87,0.6819999999999999,0.40700000000000003,0.669,0.522,0.40700000000000003,0.929,0.912,0.6699999999999999,0.71
IL1β,0.997,0.99,0.07899999999999996,0.867,0.014000000000000012,0.861,0.051000000000000045,0.997,0.030000000000000027,0.43700000000000006,0.647,0.0,0.20799999999999996,0.016000000000000014,0.19299999999999995,0.135,0.11199999999999999,0.856,0.07199999999999995,0.992,0.33599999999999997,0.08899999999999997,0.020000000000000018,0.399,0.389,0.013000000000000012,1.0,0.997,0.136,1.0,0.994,0.16900000000000004,1.0,0.9339999999999999,0.927,0.08299999999999996,0.23399999999999999
IL1Ra/Ra2,0.998,0.998,0.133,0.901,0.20299999999999996,0.8,0.22399999999999998,0.998,0.19499999999999995,0.46699999999999997,0.714,0.20799999999999996,0.0,0.19699999999999995,0.353,0.17000000000000004,0.15400000000000003,0.875,0.21099999999999997,0.996,0.484,0.249,0.20199999999999996,0.512,0.21599999999999997,0.19999999999999996,0.995,0.989,0.16000000000000003,1.0,0.996,0.33399999999999996,1.0,0.957,0.959,0.129,0.259
IL2,1.0,0.994,0.07299999999999995,0.875,0.006000000000000005,0.86,0.04400000000000004,1.0,0.019000000000000017,0.43200000000000005,0.64,0.016000000000000014,0.19699999999999995,0.0,0.18600000000000005,0.127,0.10199999999999998,0.855,0.05900000000000005,1.0,0.33299999999999996,0.08199999999999996,0.008000000000000007,0.387,0.379,0.0030000000000000027,1.0,1.0,0.13,1.0,0.996,0.18300000000000005,1.0,0.9410000000000001,0.9359999999999999,0.07299999999999995,0.22899999999999998
IL3,0.861,0.839,0.251,0.727,0.18300000000000005,0.884,0.20999999999999996,0.871,0.19599999999999995,0.493,0.6890000000000001,0.19299999999999995,0.353,0.18600000000000005,0.0,0.23299999999999998,0.22799999999999998,0.836,0.21099999999999997,0.976,0.268,0.23299999999999998,0.18899999999999995,0.51,0.469,0.18300000000000005,1.0,0.898,0.29100000000000004,1.0,0.915,0.33299999999999996,1.0,0.78,0.779,0.251,0.384
IL4,0.952,0.946,0.06000000000000005,0.8140000000000001,0.131,0.79,0.16600000000000004,0.953,0.132,0.373,0.685,0.135,0.17000000000000004,0.127,0.23299999999999998,0.0,0.025000000000000022,0.84,0.129,0.989,0.371,0.19499999999999995,0.135,0.45899999999999996,0.33599999999999997,0.128,1.0,0.961,0.10099999999999998,1.0,0.967,0.274,1.0,0.881,0.879,0.05400000000000005,0.18500000000000005
IL5,0.972,0.967,0.03700000000000003,0.837,0.10599999999999998,0.791,0.14300000000000002,0.973,0.10799999999999998,0.374,0.677,0.11199999999999999,0.15400000000000003,0.10199999999999998,0.22799999999999998,0.025000000000000022,0.0,0.846,0.10699999999999998,0.996,0.372,0.17600000000000005,0.10999999999999999,0.44199999999999995,0.33199999999999996,0.10299999999999998,1.0,0.976,0.08499999999999996,1.0,0.979,0.256,1.0,0.904,0.902,0.029000000000000026,0.17500000000000004
IL6,0.7,0.696,0.851,0.6739999999999999,0.857,0.6890000000000001,0.854,0.738,0.858,0.698,0.916,0.856,0.875,0.855,0.836,0.84,0.846,0.0,0.846,0.8180000000000001,0.885,0.8089999999999999,0.855,0.567,0.793,0.857,0.898,0.514,0.813,0.953,0.8069999999999999,0.845,0.952,0.679,0.6759999999999999,0.852,0.825
IL7,0.978,0.972,0.10399999999999998,0.856,0.06299999999999994,0.847,0.10199999999999998,0.981,0.07599999999999996,0.397,0.6599999999999999,0.07199999999999995,0.21099999999999997,0.05900000000000005,0.21099999999999997,0.129,0.10699999999999998,0.846,0.0,0.998,0.346,0.133,0.06699999999999995,0.405,0.33899999999999997,0.06000000000000005,1.0,0.985,0.15300000000000002,1.0,0.978,0.22899999999999998,1.0,0.921,0.916,0.09999999999999998,0.19199999999999995
IL8,0.5780000000000001,0.651,0.999,0.752,1.0,0.759,0.99,0.5760000000000001,1.0,0.885,0.364,0.992,0.996,1.0,0.976,0.989,0.996,0.8180000000000001,0.998,0.0,0.952,0.985,1.0,0.999,0.956,1.0,0.19799999999999995,0.5429999999999999,0.986,0.30100000000000005,0.472,0.838,0.30200000000000005,0.732,0.722,1.0,0.955
IL9,0.762,0.671,0.393,0.595,0.33099999999999996,0.906,0.351,0.765,0.34299999999999997,0.577,0.744,0.33599999999999997,0.484,0.33299999999999996,0.268,0.371,0.372,0.885,0.346,0.952,0.0,0.375,0.33599999999999997,0.612,0.605,0.33099999999999996,0.998,0.813,0.43000000000000005,1.0,0.783,0.44099999999999995,1.0,0.619,0.614,0.395,0.45799999999999996
IL10,0.997,0.991,0.15200000000000002,0.884,0.07599999999999996,0.789,0.11199999999999999,0.997,0.09599999999999997,0.477,0.655,0.08899999999999997,0.249,0.08199999999999996,0.23299999999999998,0.19499999999999995,0.17600000000000005,0.8089999999999999,0.133,0.985,0.375,0.0,0.08499999999999996,0.44499999999999995,0.43999999999999995,0.07899999999999996,0.978,0.95,0.118,1.0,0.988,0.23399999999999999,1.0,0.9359999999999999,0.931,0.15300000000000002,0.29300000000000004
IL12-P40,1.0,0.994,0.07899999999999996,0.874,0.010000000000000009,0.865,0.03600000000000003,1.0,0.01100000000000001,0.43400000000000005,0.643,0.020000000000000018,0.20199999999999996,0.008000000000000007,0.18899999999999995,0.135,0.10999999999999999,0.855,0.06699999999999995,1.0,0.33599999999999997,0.08499999999999996,0.0,0.39,0.382,0.009000000000000008,1.0,1.0,0.137,1.0,0.996,0.18400000000000005,1.0,0.94,0.935,0.08099999999999996,0.23299999999999998
IL12-P70,0.983,0.987,0.42900000000000005,0.931,0.393,0.9319999999999999,0.41000000000000003,0.981,0.398,0.628,0.795,0.399,0.512,0.387,0.51,0.45899999999999996,0.44199999999999995,0.567,0.405,0.999,0.612,0.44499999999999995,0.39,0.0,0.626,0.39,1.0,0.991,0.46799999999999997,0.961,0.993,0.488,0.96,0.965,0.961,0.42900000000000005,0.503
IL13,0.831,0.8240000000000001,0.32999999999999996,0.733,0.385,0.849,0.393,0.86,0.372,0.347,0.775,0.389,0.21599999999999997,0.379,0.469,0.33599999999999997,0.33199999999999996,0.793,0.33899999999999997,0.956,0.605,0.43999999999999995,0.382,0.626,0.0,0.382,0.998,0.873,0.369,0.999,0.937,0.491,0.999,0.794,0.795,0.32899999999999996,0.31499999999999995
IL15,1.0,0.994,0.07399999999999995,0.873,0.0030000000000000027,0.861,0.04300000000000004,1.0,0.020000000000000018,0.43300000000000005,0.639,0.013000000000000012,0.19999999999999996,0.0030000000000000027,0.18300000000000005,0.128,0.10299999999999998,0.857,0.06000000000000005,1.0,0.33099999999999996,0.07899999999999996,0.009000000000000008,0.39,0.382,0.0,1.0,1.0,0.131,1.0,0.996,0.18200000000000005,1.0,0.94,0.9339999999999999,0.07399999999999995,0.22999999999999998
IP10,0.751,0.8240000000000001,1.0,0.9299999999999999,1.0,0.6890000000000001,0.99,0.702,1.0,0.962,0.369,1.0,0.995,1.0,1.0,1.0,1.0,0.898,1.0,0.19799999999999995,0.998,0.978,1.0,1.0,0.998,1.0,0.0,0.69,0.987,0.16900000000000004,0.56,0.849,0.16900000000000004,0.912,0.903,1.0,0.97
MCP1,0.362,0.363,0.999,0.44199999999999995,1.0,0.673,0.993,0.43300000000000005,1.0,0.752,0.87,0.997,0.989,1.0,0.898,0.961,0.976,0.514,0.985,0.5429999999999999,0.813,0.95,1.0,0.991,0.873,1.0,0.69,0.0,0.961,0.792,0.506,0.949,0.793,0.41000000000000003,0.40900000000000003,1.0,0.94
MCP3,0.999,0.993,0.062000000000000055,0.875,0.134,0.737,0.16600000000000004,1.0,0.136,0.41600000000000004,0.6819999999999999,0.136,0.16000000000000003,0.13,0.29100000000000004,0.10099999999999998,0.08499999999999996,0.813,0.15300000000000002,0.986,0.43000000000000005,0.118,0.137,0.46799999999999997,0.369,0.131,0.987,0.961,0.0,1.0,0.994,0.271,1.0,0.9299999999999999,0.931,0.061000000000000054,0.21099999999999997
MDC,0.7070000000000001,0.79,1.0,0.929,1.0,0.85,0.984,0.652,1.0,0.954,0.40700000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0.953,1.0,0.30100000000000005,1.0,1.0,1.0,0.961,0.999,1.0,0.16900000000000004,0.792,1.0,0.0,0.503,0.889,0.0010000000000000009,0.914,0.907,1.0,0.962
MIP1α,0.364,0.38,0.996,0.477,0.996,0.887,0.978,0.353,0.996,0.785,0.669,0.994,0.996,0.996,0.915,0.967,0.979,0.8069999999999999,0.978,0.472,0.783,0.988,0.996,0.993,0.937,0.996,0.56,0.506,0.994,0.503,0.0,0.9,0.504,0.44099999999999995,0.43400000000000005,0.996,0.909
MIP1β,0.954,0.96,0.22999999999999998,0.869,0.18300000000000005,0.802,0.20599999999999996,0.949,0.19299999999999995,0.513,0.522,0.16900000000000004,0.33399999999999996,0.18300000000000005,0.33299999999999996,0.274,0.256,0.845,0.22899999999999998,0.838,0.44099999999999995,0.23399999999999999,0.18400000000000005,0.488,0.491,0.18200000000000005,0.849,0.949,0.271,0.889,0.9,0.0,0.889,0.924,0.895,0.235,0.33799999999999997
sCD40-L,0.708,0.791,1.0,0.9299999999999999,1.0,0.85,0.984,0.653,1.0,0.955,0.40700000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0.952,1.0,0.30200000000000005,1.0,1.0,1.0,0.96,0.999,1.0,0.16900000000000004,0.793,1.0,0.0010000000000000009,0.504,0.889,0.0,0.915,0.908,1.0,0.963
TGFα,0.20799999999999996,0.127,0.931,0.07599999999999996,0.9410000000000001,0.954,0.938,0.262,0.9410000000000001,0.606,0.929,0.9339999999999999,0.957,0.9410000000000001,0.78,0.881,0.904,0.679,0.921,0.732,0.619,0.9359999999999999,0.94,0.965,0.794,0.94,0.912,0.41000000000000003,0.9299999999999999,0.914,0.44099999999999995,0.924,0.915,0.0,0.029000000000000026,0.9319999999999999,0.839
TNFα,0.20199999999999996,0.123,0.929,0.08599999999999997,0.935,0.951,0.9319999999999999,0.265,0.9359999999999999,0.601,0.912,0.927,0.959,0.9359999999999999,0.779,0.879,0.902,0.6759999999999999,0.916,0.722,0.614,0.931,0.935,0.961,0.795,0.9339999999999999,0.903,0.40900000000000003,0.931,0.907,0.43400000000000005,0.895,0.908,0.029000000000000026,0.0,0.9299999999999999,0.834
TNFβ,1.0,0.994,0.008000000000000007,0.864,0.07699999999999996,0.789,0.11699999999999999,1.0,0.07999999999999996,0.386,0.6699999999999999,0.08299999999999996,0.129,0.07299999999999995,0.251,0.05400000000000005,0.029000000000000026,0.852,0.09999999999999998,1.0,0.395,0.15300000000000002,0.08099999999999996,0.42900000000000005,0.32899999999999996,0.07399999999999995,1.0,1.0,0.061000000000000054,1.0,0.996,0.235,1.0,0.9319999999999999,0.9299999999999999,0.0,0.16800000000000004
VEGF,0.91,0.902,0.16800000000000004,0.775,0.23299999999999998,0.785,0.247,0.914,0.22999999999999998,0.238,0.71,0.23399999999999999,0.259,0.22899999999999998,0.384,0.18500000000000005,0.17500000000000004,0.825,0.19199999999999995,0.955,0.45799999999999996,0.29300000000000004,0.23299999999999998,0.503,0.31499999999999995,0.22999999999999998,0.97,0.94,0.21099999999999997,0.962,0.909,0.33799999999999997,0.963,0.839,0.834,0.16800000000000004,0.0
