,EGF,Eotaxin,FGF-2,FLT3L,FKN,GCSF,GM-CSF,GRO,IFNα2,IFNγ,IL1α,IL1β,IL1Ra/Ra2,IL2,IL3,IL4,IL5,IL6,IL7,IL8,IL9,IL10,IL12-P40,IL12-P70,IL13,IL15,IP10,MCP1,MCP3,MDC,MIP1α,MIP1β,sCD40-L,TGFα,TNFα,TNFβ,VEGF
IL1Ra/Ra2,0.997,0.999,0.43200000000000005,0.921,0.44599999999999995,0.6990000000000001,0.793,0.997,0.704,0.993,0.607,0.753,0.0,0.762,0.7150000000000001,0.835,0.781,0.838,0.76,0.955,0.733,0.655,0.656,0.924,0.85,0.71,0.994,0.998,0.5349999999999999,0.999,0.999,0.472,0.997,0.912,0.772,0.789,0.993
IL2,1.0,1.0,0.985,0.257,0.991,1.0,0.942,1.0,0.9319999999999999,0.997,0.33899999999999997,0.16700000000000004,0.762,0.0,0.125,0.17300000000000004,0.15300000000000002,0.95,0.16500000000000004,1.0,0.132,0.21099999999999997,0.15200000000000002,0.31499999999999995,0.20899999999999996,0.13,1.0,1.0,0.913,1.0,1.0,0.993,1.0,1.0,1.0,0.15800000000000003,0.997
IL3,1.0,1.0,0.988,0.29500000000000004,1.0,1.0,0.985,1.0,0.973,0.997,0.355,0.08399999999999996,0.7150000000000001,0.125,0.0,0.16100000000000003,0.09399999999999997,0.964,0.08199999999999996,1.0,0.029000000000000026,0.15000000000000002,0.19099999999999995,0.358,0.19899999999999995,0.09299999999999997,1.0,1.0,0.915,1.0,0.998,1.0,1.0,0.999,1.0,0.10699999999999998,0.997
IL4,1.0,1.0,0.996,0.17600000000000005,1.0,1.0,0.98,1.0,0.971,0.989,0.45399999999999996,0.11099999999999999,0.835,0.17300000000000004,0.16100000000000003,0.0,0.07899999999999996,0.974,0.10699999999999998,1.0,0.138,0.29300000000000004,0.31000000000000005,0.254,0.038000000000000034,0.19599999999999995,1.0,1.0,0.929,1.0,1.0,1.0,1.0,0.999,1.0,0.06399999999999995,0.989
IL5,1.0,1.0,0.993,0.22299999999999998,1.0,1.0,0.999,1.0,0.989,0.996,0.43600000000000005,0.03400000000000003,0.781,0.15300000000000002,0.09399999999999997,0.07899999999999996,0.0,0.968,0.03200000000000003,1.0,0.06699999999999995,0.22799999999999998,0.265,0.28900000000000003,0.11199999999999999,0.133,1.0,1.0,0.9359999999999999,1.0,0.998,1.0,1.0,0.999,1.0,0.017000000000000015,0.996
IL6,0.817,0.8029999999999999,0.653,0.855,0.692,0.604,0.913,0.815,0.907,0.639,0.933,0.963,0.838,0.95,0.964,0.974,0.968,0.0,0.963,0.563,0.964,0.913,0.951,0.792,0.954,0.954,0.802,0.8,0.913,0.8160000000000001,0.657,0.644,0.8140000000000001,0.45199999999999996,0.387,0.972,0.639
IL7,1.0,1.0,0.989,0.242,1.0,1.0,0.999,1.0,0.99,0.994,0.42900000000000005,0.010000000000000009,0.76,0.16500000000000004,0.08199999999999996,0.10699999999999998,0.03200000000000003,0.963,0.0,1.0,0.05700000000000005,0.20999999999999996,0.261,0.30500000000000005,0.134,0.131,1.0,1.0,0.94,1.0,0.998,1.0,1.0,0.999,0.999,0.04700000000000004,0.994
IL8,0.264,0.25,0.777,0.995,0.742,0.494,0.843,0.261,0.874,0.648,0.997,1.0,0.955,1.0,1.0,1.0,1.0,0.563,1.0,0.0,1.0,1.0,1.0,0.999,1.0,1.0,0.274,0.271,0.909,0.28700000000000003,0.22499999999999998,0.694,0.266,0.21599999999999997,0.373,1.0,0.648
IL9,1.0,1.0,0.989,0.273,1.0,1.0,0.993,1.0,0.984,0.997,0.382,0.05700000000000005,0.733,0.132,0.029000000000000026,0.138,0.06699999999999995,0.964,0.05700000000000005,1.0,0.0,0.17400000000000004,0.21799999999999997,0.33799999999999997,0.17600000000000005,0.09799999999999998,1.0,1.0,0.926,1.0,0.998,1.0,1.0,0.999,1.0,0.07999999999999996,0.997
IL10,1.0,1.0,0.962,0.401,0.982,0.994,0.945,1.0,0.925,0.992,0.269,0.20599999999999996,0.655,0.21099999999999997,0.15000000000000002,0.29300000000000004,0.22799999999999998,0.913,0.20999999999999996,1.0,0.17400000000000004,0.0,0.15500000000000003,0.44099999999999995,0.32399999999999995,0.10599999999999998,1.0,1.0,0.833,1.0,0.996,0.983,1.0,0.997,0.993,0.241,0.992
IL12-P40,1.0,1.0,0.965,0.402,0.97,0.993,0.888,1.0,0.874,0.999,0.18899999999999995,0.257,0.656,0.15200000000000002,0.19099999999999995,0.31000000000000005,0.265,0.951,0.261,1.0,0.21799999999999997,0.15500000000000003,0.0,0.45299999999999996,0.344,0.15600000000000003,1.0,1.0,0.8109999999999999,1.0,1.0,0.979,1.0,1.0,0.999,0.268,0.999
IL12-P70,1.0,1.0,0.984,0.09799999999999998,0.99,0.997,0.945,1.0,0.949,0.8200000000000001,0.5840000000000001,0.31399999999999995,0.924,0.31499999999999995,0.358,0.254,0.28900000000000003,0.792,0.30500000000000005,0.999,0.33799999999999997,0.44099999999999995,0.45299999999999996,0.0,0.21899999999999997,0.369,1.0,1.0,0.959,1.0,0.976,0.992,1.0,0.993,0.997,0.28500000000000003,0.8200000000000001
IL13,1.0,1.0,0.995,0.17700000000000005,1.0,1.0,0.975,1.0,0.969,0.961,0.483,0.14200000000000002,0.85,0.20899999999999996,0.19899999999999995,0.038000000000000034,0.11199999999999999,0.954,0.134,1.0,0.17600000000000005,0.32399999999999995,0.344,0.21899999999999997,0.0,0.23099999999999998,1.0,1.0,0.9299999999999999,1.0,1.0,1.0,1.0,0.999,1.0,0.09699999999999998,0.961
IL15,1.0,1.0,0.985,0.31100000000000005,1.0,1.0,0.974,1.0,0.954,0.996,0.31299999999999994,0.125,0.71,0.13,0.09299999999999997,0.19599999999999995,0.133,0.954,0.131,1.0,0.09799999999999998,0.10599999999999998,0.15600000000000003,0.369,0.23099999999999998,0.0,1.0,1.0,0.892,1.0,0.998,1.0,1.0,0.999,1.0,0.14600000000000002,0.996
IP10,0.03300000000000003,0.04500000000000004,0.869,0.996,0.825,0.5449999999999999,0.6930000000000001,0.030000000000000027,0.751,0.487,0.995,1.0,0.994,1.0,1.0,1.0,1.0,0.802,1.0,0.274,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.02200000000000002,0.843,0.04400000000000004,0.22399999999999998,0.804,0.031000000000000028,0.403,0.594,1.0,0.487
MCP1,0.03700000000000003,0.03700000000000003,0.88,0.996,0.842,0.567,0.692,0.03400000000000003,0.75,0.471,0.995,1.0,0.998,1.0,1.0,1.0,1.0,0.8,1.0,0.271,1.0,1.0,1.0,1.0,1.0,1.0,0.02200000000000002,0.0,0.844,0.030000000000000027,0.21799999999999997,0.821,0.031000000000000028,0.4,0.601,1.0,0.471
MCP3,0.843,0.846,0.626,0.985,0.579,0.7969999999999999,0.29100000000000004,0.846,0.28900000000000003,0.806,0.639,0.938,0.5349999999999999,0.913,0.915,0.929,0.9359999999999999,0.913,0.94,0.909,0.926,0.833,0.8109999999999999,0.959,0.9299999999999999,0.892,0.843,0.844,0.0,0.839,0.882,0.641,0.845,0.92,0.923,0.933,0.806
MDC,0.03700000000000003,0.04500000000000004,0.875,0.996,0.839,0.5840000000000001,0.6739999999999999,0.03400000000000003,0.734,0.44999999999999996,0.994,1.0,0.999,1.0,1.0,1.0,1.0,0.8160000000000001,1.0,0.28700000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0.04400000000000004,0.030000000000000027,0.839,0.0,0.21799999999999997,0.817,0.027000000000000024,0.42200000000000004,0.623,1.0,0.44999999999999996
MIP1α,0.20299999999999996,0.18700000000000006,0.848,0.975,0.815,0.579,0.754,0.20599999999999996,0.7969999999999999,0.472,0.994,0.998,0.999,1.0,0.998,1.0,0.998,0.657,0.998,0.22499999999999998,0.998,0.996,1.0,0.976,1.0,0.998,0.22399999999999998,0.21799999999999997,0.882,0.21799999999999997,0.0,0.78,0.21099999999999997,0.32399999999999995,0.5489999999999999,1.0,0.472
MIP1β,0.8,0.802,0.16000000000000003,1.0,0.06799999999999995,0.347,0.704,0.8,0.669,0.905,0.947,0.999,0.472,0.993,1.0,1.0,1.0,0.644,1.0,0.694,1.0,0.983,0.979,0.992,1.0,1.0,0.804,0.821,0.641,0.817,0.78,0.0,0.8049999999999999,0.642,0.41200000000000003,1.0,0.905
sCD40-L,0.010000000000000009,0.028000000000000025,0.87,0.996,0.827,0.5640000000000001,0.6910000000000001,0.007000000000000006,0.749,0.475,0.996,1.0,0.997,1.0,1.0,1.0,1.0,0.8140000000000001,1.0,0.266,1.0,1.0,1.0,1.0,1.0,1.0,0.031000000000000028,0.031000000000000028,0.845,0.027000000000000024,0.21099999999999997,0.8049999999999999,0.0,0.403,0.602,1.0,0.475
TGFα,0.399,0.389,0.704,0.991,0.6990000000000001,0.484,0.877,0.398,0.895,0.655,0.997,0.999,0.912,1.0,0.999,0.999,0.999,0.45199999999999996,0.999,0.21599999999999997,0.999,0.997,1.0,0.993,0.999,0.999,0.403,0.4,0.92,0.42200000000000004,0.32399999999999995,0.642,0.403,0.0,0.32199999999999995,1.0,0.655
TNFα,0.599,0.589,0.499,0.999,0.48,0.261,0.931,0.596,0.92,0.873,0.992,0.998,0.772,1.0,1.0,1.0,1.0,0.387,0.999,0.373,1.0,0.993,0.999,0.997,1.0,1.0,0.594,0.601,0.923,0.623,0.5489999999999999,0.41200000000000003,0.602,0.32199999999999995,0.0,1.0,0.873
TNFβ,1.0,1.0,0.994,0.21599999999999997,1.0,1.0,0.994,1.0,0.984,0.998,0.43500000000000005,0.049000000000000044,0.789,0.15800000000000003,0.10699999999999998,0.06399999999999995,0.017000000000000015,0.972,0.04700000000000004,1.0,0.07999999999999996,0.241,0.268,0.28500000000000003,0.09699999999999998,0.14600000000000002,1.0,1.0,0.933,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.998
VEGF,0.48,0.477,0.874,0.877,0.897,0.821,0.594,0.482,0.649,0.0,0.977,0.995,0.993,0.997,0.997,0.989,0.996,0.639,0.994,0.648,0.997,0.992,0.999,0.8200000000000001,0.961,0.996,0.487,0.471,0.806,0.44999999999999996,0.472,0.905,0.475,0.655,0.873,0.998,0.0
