                  Analyte  Sample,EGF,FGF-2,G-CSF,GM-CSF,IFNg,IL-10,IL-12p70,sCD-40L,IL-1ra,IL-1b,IL-2,IL-4,IL-5,IL-6,IL-8,IP-10,MCP-1,MIP-1a,MIP-1b,TNFa,VEGFa
Unknown29,0.29724232930340944,0.3143399310027711,0.222925060345325,0.175881178198578,-0.06838652221998118,-0.01432749112504037,-0.09103040698586853,0.5654358354811135,0.23808024385923846,-0.30984072185048256,-0.12871332338973834,0.19624331457989638,-0.2874564915484022,-0.2428250987142709,-0.004411060789996121,0.36255868630881105,0.42884666040643965,0.033530557620038,0.2296512260835205,0.15535883142075724,0.3308603576263053
Unknown30,0.3000525091408409,0.3143399310027711,0.25961630231828076,0.13960336227921724,-0.07150730421880395,-0.01432749112504037,-0.09466864099825137,0.5628809917810241,0.24832656634571434,-0.32806663593261226,-0.16158613983777545,0.1875430240502766,-0.39089652441585226,-0.298926926313645,0.021026144356764975,0.31467992863458627,0.4248338093875742,0.021346343099832986,0.23198785028054777,0.14736029131807005,0.33416078717123654
Unknown31,0.30075602498109977,0.2964561800510563,0.26825251240852704,0.11529739604414813,0.18918851297694242,0.14319656555238042,-0.023676037850858554,0.5137017241578048,0.1816067940004305,-0.1921508510138285,-0.1719714443797682,0.3404709888803462,-0.007568708123686765,0.2204335845885539,0.1916891779422948,0.3264466797366228,0.4148206115464457,0.18261577172899218,0.19588826049332614,0.06213612957898208,0.330286970163431
Unknown32,0.32116850045269485,0.2908604062886759,0.2695918587621186,0.11896878950225766,0.12278758385915539,0.15820883034283048,-0.04797197461950477,0.5674027263646306,0.20183967106216663,-0.1678566254142072,-0.14970863455242947,0.34888796658388954,0.019899056349695764,0.23194433083654792,0.20268551565215265,0.3395310347628593,0.4501991338569572,0.18066305930416363,0.20064857798099048,0.09167510168205947,0.323721796633686
Unknown33,0.24943668445528863,0.2737099210973137,0.22421657315218918,0.0630503148349704,-0.056816553352373844,0.054558716553369344,-0.0030528952402430957,0.45605787909152296,0.11348703099992823,-0.276612720135623,-0.2575355109275448,0.19624331457989638,-0.2142004106321837,-0.07437378293777139,-0.15233449761076967,0.39349135488738357,0.3841296592831432,0.027738048179674367,0.22811909380878256,0.08174164543684352,0.40651862395529104
Unknown34,0.2969347831346116,0.2737099210973137,0.21465505466817522,0.0630503148349704,-0.031788488248803155,0.08778667308616442,-0.019247569162288664,0.5675577226138177,0.14269873920189588,-0.30984072185048256,-0.24371166438864897,0.18884077898813428,-0.23250223044599555,-0.19620985060722135,-0.11894505082516181,0.37169161447738164,0.3913635316964697,0.03511688816667394,0.2444370056377167,0.0696902208497287,0.38656432892712356
Unknown35,0.3838844307117358,0.289659205516375,0.2556606603532339,0.10339724445670159,0.007156747277619866,0.06213612957898208,-0.0030528952402430957,0.6249801913685403,0.1397175534870454,-0.26936378236981123,-0.23673407597581014,0.2425688733256299,-0.22272509358796372,-0.09430087356657715,0.02118634458354006,0.357862710502994,0.41225497629395186,0.06586250182036127,0.21870817899525066,0.15763565706298815,0.37948816367229354
Unknown36,0.37289568625920755,0.37570466904405364,0.3317810697216142,0.2697594985151083,0.17168815003361068,0.13874291024544916,0.13891557055123824,0.6249801913685403,0.2205078578463147,0.12245208923924118,0.08714087448107215,0.2880398523758711,-0.09689407510335717,-0.10494790320422115,0.0505827331547638,0.3844444595211657,0.4099024532655668,0.11707804989832292,0.290817435338353,0.1959529155259253,0.40149515018822696
Unknown37,0.2884616402453734,0.2858280455672811,0.2254896909429767,0.07829590829905102,0.16190273434275002,0.028495818446118676,-0.023676037850858554,0.5130679197787166,0.13816530063214785,-0.32806663593261226,-0.3421367086866467,0.3119161744959974,-0.07501841243045014,0.12896945287062586,0.07839579986169859,0.36457938541097334,0.44996766341282757,0.12258641318534838,0.3065081896385279,0.12576059191877742,0.4268838889567273
Unknown38,0.4087597180434228,0.28308080555517184,0.25400802676004264,0.10055951607055856,-0.023002517401979696,0.054558716553369344,-0.023676037850858554,0.6249801913685403,0.18803614429126067,-0.2195787198208546,-0.2885743142844458,0.33554857608942845,-0.027094315914325512,0.14297560524907688,0.08797051564573262,0.3672815903571028,0.46602729357246586,0.15437419646353173,0.30362649016589416,0.1660392244059855,0.43509805106739297
Unknown39,0.3784008291755143,0.31145656597384597,0.2976669287424104,0.20628357544862427,0.11282785211121102,0.12922201933639055,0.046863106092572215,0.548828249496687,0.29809902237516234,-0.09915239926351595,-0.10377123579784615,0.4888927016466431,0.24134624098354177,0.35934610308905485,0.27597863866723893,0.3713283150009075,0.471201449721143,0.23542234936947753,0.3022556492178643,0.15297943901575686,0.36956270723140305
Unknown40,0.425612813648088,0.317687963758228,0.30645546991034867,0.20532404006192054,0.13022630241194516,0.13171505879692672,0.06586250182036127,0.6213618500449872,0.30247810656754825,-0.09139033076187417,-0.0846942921935854,0.493077234158672,0.24742069048772636,0.3605856298217284,0.3017621098997316,0.37399974754449017,0.4943716653128868,0.2506904581002901,0.3129805785451344,0.19694942568525495,0.3807631420273453
Unknown41,0.26652899059031165,0.2801623965384421,0.2668910367756082,0.09158617312389496,-0.006970903510290154,0.05970239556523791,0.007869051421246463,0.4807692893625306,0.17043240266590423,-0.266337988363162,-0.31109034544983544,0.21898546517156367,-0.3226931532482908,0.014615980976361256,-0.03764011409326309,0.36953704370180285,0.44162440491724925,0.0639575063374478,0.221565755668431,-0.026633587936562907,0.32602091189073656
