                  Analyte  Sample,EGF,FGF-2,G-CSF,GM-CSF,IFNg,IL-10,IL-12p70,sCD-40L,IL-1ra,IL-1b,IL-2,IL-4,IL-5,IL-6,IL-8,IP-10,MCP-1,MIP-1a,MIP-1b,TNFa,VEGFa
Unknown15,-0.04660143419752405,-0.008415889318509784,0.008787788668356722,-0.0139439536270336,-0.07779687479487411,0.06314318858921303,-0.020177409356934628,-0.03159313811124276,0.04100247963261844,-0.014468451189560805,0.0019402152427234198,0.03572287919178582,0.0026263633241835893,-0.002633724297648382,0.02746331957422396,-0.006541236593342659,0.04187745500582135,0.027925221674842383,-0.01019946255880988,0.016534117992434913,-0.019718071532910275
Unknown16,0.04180422971213077,-0.005208023579849119,-0.010854804613193547,-0.006812561891521296,-0.06591541178273519,0.047107202735587356,0.03443200266640152,0.05522095236948188,-0.01087814722880101,-0.010161487006407732,-0.004895042849596798,-0.01336287434156333,-0.07829638927432059,-0.06094801195355405,0.01610296237960234,-0.025660880142522602,0.013825471022082925,0.005040897376734167,-0.03261215502105064,0.027129320703605797,-0.0024275562524943006
Unknown17,-0.02899669631948737,-0.009370768647743832,-0.011707803335569728,0.004625331337704139,0.15805972984862485,-0.017095932104823852,-0.005460482289996668,-0.11910234801443359,-0.03705273661059483,-0.024572672062043277,-0.05326987451802523,0.01315668185842711,-0.04187691657797876,0.10436588204875567,0.11124980805942455,0.0018174672342858855,0.006520052509148,0.03948563632951359,0.04945216475991787,0.02926656310617251,-0.012712946842066863
Unknown18,0.06876744691130282,-0.005878335087851849,-0.011000866432257894,-0.006364388145178368,-0.06740899629851639,-0.03450350925264377,-0.0011702519974192901,0.03266770153538301,-0.0072377171708294386,-0.012501852589111295,-0.01096358475314696,-0.02701759638688178,-0.07070398409573325,-0.05887475261964237,0.024927127517529957,-0.021413253366081964,0.006306017631636296,-0.0019068609799579028,0.019906280591088427,0.048292699774586154,-0.011289131034426858
Unknown19,-0.01900094790944301,-0.0021060443937386264,-0.008468074741584508,0.00017949973484313042,0.05616995568643521,0.08198627543680334,0.1030326734259304,-0.030847774095265068,0.01607577950961825,-0.0072410550413088,-0.026925094015722822,0.016488381090064452,0.0060498031247882555,0.0029498625743168416,0.010452518272597744,-0.07276678042763357,0.0036997381163503817,0.012888897766195978,0.0013176986709214078,0.006836480416890139,0.0025944139932375654
Unknown20,-0.0029291656335841965,5.3034275537100495e-05,-0.010081549837776704,0.007459522103318544,-0.02436921848134546,0.0600077776342742,0.041166827157856814,-0.07287747251406695,0.031069533015648132,0.021790781564055672,0.020429325914956366,0.04442730231087444,0.05639563173805792,0.04546879228937739,0.04413371131659172,-0.0772646753197539,0.015131718926729654,0.026672856572204695,-0.006694416647272716,0.020190208105197255,-0.005228191004748972
Unknown21,-0.015209323306850153,-0.013511362679233974,0.01080397173672587,0.0021993515229789262,0.05285637527423233,-0.03630624374902456,0.010776643696956138,0.030252230790707935,-0.01702466371907388,0.1428842206401001,0.17873248845019915,-0.019717065567435077,-0.06336919305890687,-0.04980383971885846,-0.08071148235907216,-0.0016018320319739487,0.02677211400287266,-0.07173911514760017,-0.0058677787450434615,-0.032011468851618013,-0.02127595340689087
Unknown22,-0.0019558684969508966,-0.009973818215849972,-0.0001292143918434352,-0.0002233911882168621,0.014725300346742874,-0.04702320818315132,0.006316236358508908,0.03705927054163716,0.0007723800005337289,0.10083619344445596,0.14452226642876279,-0.05694804275107426,0.007874181742528324,-0.04887864247217192,-0.05095697028108348,-0.013991501897717196,0.04582102229420548,-0.05024887792181537,-0.01817174196582577,0.00656362711872685,-0.033600085733802076
Unknown23,-0.012623651433244176,0.003178134850986225,0.01160941889292344,0.005954142638200016,-0.002709096912586917,-0.018984402596680605,-0.004778966480078855,-0.01852759094123968,-0.04278811033860527,-0.0029826953820290547,-0.04732058344906254,0.018476031192562747,0.046850688828951825,0.09560821743448783,-0.043123241424663825,0.05021284045505753,-0.006884125276936159,-0.0033203907994563686,0.00047264136691599345,-0.01528232181773502,0.00250667229028545
Unknown24,0.024361344688082376,7.181873314177079e-05,-0.003708510204960991,-0.007569739324427227,-0.06578115573418628,-0.020417062789881563,-0.02521691219493722,0.04632969400869191,-0.058170912833053756,-0.0357442899143223,-0.039983389189836765,-0.009167920469380253,0.014318545367553719,0.07074060252828981,-0.00205249371738489,0.031580271654648495,0.009489859119484356,-0.013058730437665811,-0.003066965260429322,0.00030000104341959544,0.012158839935278332
Unknown25,0.0037356187486183856,0.0007469481744958317,-0.0017210427016885188,0.01930957630730821,0.04204758284335601,-0.04059654264927226,-0.03069120457607398,-0.010934619786245103,-0.00532492603988681,0.05128595317047663,-0.05241602199104478,0.10102303974886223,-0.03349032616873843,-0.12269037725633825,-0.046851843720661465,-0.029392563147841277,0.0019510521649148682,0.008832620337206387,0.011398241238942342,-0.0067575825438425385,0.032011320849376246
Unknown26,0.03718848363317323,-0.0030726582603027297,-0.0025333202298786772,-0.0015933250627946371,0.013863275862804923,-0.06040365817865988,-0.03110990345649608,0.014426305631364156,0.015008706239884095,0.017085918559904434,-0.07013595138922779,-0.05775364147519407,-0.10589539682119536,-0.1340095020048449,0.015417334683099151,0.012804341666425745,0.022042301092773553,-0.014351903269343144,0.01216833772925835,0.023103260732922848,0.003961206881025137
Unknown27,-0.027064917352864537,-0.006452331562541713,-0.005978855605221378,0.039838327412294594,-0.03603317499014726,-0.05309734349587491,-0.04033264045892775,-0.031503982510520556,0.0023152808694616167,0.03919774821760688,-0.008072329585873644,0.06400320991047981,0.16024025767202704,0.2073961346211012,0.06028761308317705,0.05056404133778697,-0.03819303348649816,0.04013669109315933,0.004535937166626092,-0.09518352140691608,0.007125368905599394
Unknown28,-0.0016087104986201028,-0.005716212642627172,-0.002308555588164757,0.001428907866129911,-0.00037066632099716154,-0.05432783872299063,-0.03302701295479292,0.044938743267180836,0.007951198064165887,0.01804683579540839,-0.018861415257938552,0.017630474215173914,0.062237310514906746,0.16257683098330664,0.08339664732174336,0.04381076199852807,-0.05608535669842757,0.029542944809154932,-0.00549917604999367,-0.06589415898978561,0.000817207604305259
Unknown29,0.0007975686488810307,0.03328858184992706,-0.020460159069411482,0.08490892656612048,-0.08874423601622299,-0.07686323671604162,-0.05394540819909527,0.018967691061313685,0.07959219263698233,-0.03709425410628181,0.12966852645021776,-0.04011728121646532,-8.360791242018051e-05,-0.16354014160557062,-0.04579143318076733,0.002466292904410694,-0.0008695066085185887,-0.03349409331569204,-0.015773842717169306,0.05175146866512133,-0.030658090755315837
Unknown30,0.009222762816705088,0.0363695806704184,0.019847070729407418,0.056161654655308035,-0.08295758888743689,-0.07077452007441518,-0.04950439811591722,0.019358897077267234,0.09731060108116268,-0.04076783969121789,0.10987081926612233,-0.034765656626571884,-0.07166155346718817,-0.19406055500785457,-0.005892800542295171,-0.04643259421827195,-0.0026857967018313333,-0.035897215237137195,-0.010168997989584816,0.048674888590118426,-0.0266672062390359
Unknown31,-0.016575754565446854,0.003943973136627754,0.011416355634058017,-0.003687360226516695,0.1356964865110708,0.0580116988659205,-0.016644626486614328,-0.04372528740909132,-0.004676306598029978,0.026463117263984065,0.03777294201990192,0.05183935701883019,0.16128194556233277,0.20455948240028402,0.09651444431722164,-0.02985098371545808,-0.023066435692478127,0.07920690984137434,-0.06169410300838313,-0.05978019305366497,-0.03379986810681207
Unknown32,-0.006279042993326545,-0.007202393163683263,0.006241296688304754,-0.013582665042488493,0.05324832319149747,0.06205479841949578,-0.05549577557494227,0.004668240656075184,0.0020951876537651237,0.024540505184596773,0.03648020764177792,0.034941019868222956,0.1313483689821462,0.16998387320805186,0.08145770761839943,-0.014928808153012951,0.008354858656310804,0.05963300936856494,-0.06282166849184226,-0.03910840857167874,-0.04160893507340491
Unknown33,-0.026349479853629038,0.0039940926090060724,-0.005864809711176255,-0.0002157797368728398,-0.04440231466607554,0.014424398983900681,0.06375702190416184,-0.0795712454582106,-0.017509940311026914,0.049674248598044035,0.04895189814428608,0.011582113523371795,0.19039853188640915,0.09902956439249264,-0.14050880933033164,0.029645731080365834,-0.037504985078539554,-0.0033002932068344135,-0.005281633692586191,-0.0037569860746368977,0.047540477291282024
Unknown34,0.01448818265235452,0.0003394632907970929,-0.019715552532049513,-0.009148385206457152,-0.02994009315294051,0.040430021577208416,0.037978883637947825,0.028434043118608643,0.0028385043844491586,-0.0008154820147093789,0.04726626855583729,-0.012488568979451997,0.1343024365091639,-0.05315074933902636,-0.12427326618884545,0.009056051176037194,-0.03287663653116407,-0.007523621821069255,0.007159569554083006,-0.02164675740196864,0.026767176113416724
Unknown35,0.07433641461349921,0.0014180056897503124,0.0038371343954203274,-0.005148362463558889,-0.03398743514329326,-0.014608308062500519,0.015178296067680307,0.07163711489910574,-0.036207434711701125,-0.030576778730157017,-0.008864436178217916,-0.026583416747923888,-0.009705906035712725,-0.0747129688805975,-0.05394136438638901,0.00015090171730791635,-0.022587107987039834,-0.023987407841138134,-0.03434364299580331,0.04254235754359713,0.016358462437230936
Unknown36,-0.009142786872479103,0.047687433133595525,0.03327474035484057,0.06399373421512322,0.015548070815353449,-0.016607533743984382,0.05284282557142213,0.03360328670328572,-0.05188258781981295,0.17336691988148262,0.14620940522803816,-0.16252421855373306,-0.2952179644216742,-0.4156188896971357,-0.21124360676183662,0.03990263492442869,-0.05329747589807543,-0.09904684875702037,-0.004427475753798982,0.01731656679720811,0.029451598784845323
Unknown37,-0.02607005198700113,-0.005147733262620413,-0.029543250195052023,-0.03693352705764623,0.1128526518924266,-0.053652735735219836,-0.012615680598154181,-0.04288995993001821,-0.04439163082951739,-0.10219573329648465,-0.12587204550278225,0.030291931565440966,0.10972118137890614,0.12585225372072212,-0.009567329788442422,0.007773005264799793,0.01317599403414449,0.02405517256332318,0.05055561767590633,0.006298745272021122,0.06314136578392143
Unknown38,0.06898314773532171,-0.021747019769742415,-0.017282249874553568,-0.048526941575590885,-0.1121000421317496,-0.05496446219900929,-0.048939636359493874,0.05577699089829413,-0.028114984419836925,-0.059134499471375696,-0.1310948152645225,-0.009252510754502008,0.014394617768830067,0.024845399112768868,-0.0650106090348292,0.015061671087508444,0.019359974820755133,0.011867557815083252,0.032980130447127276,0.024448443889918403,0.06825127017717925
Unknown39,6.384315321106282e-05,-0.014529637289670216,0.0015443034122717414,0.005482039186920501,-0.03744033931592719,-0.022114667103096924,-0.03388370094414518,-0.040606582645526856,0.030634268474938775,-0.03864449313216721,-0.03608343080748279,0.047591827499190664,0.06402623491937418,0.06553870221119379,0.023685451169166538,0.026114008415490497,0.009449520771302566,0.025745268304559532,0.0091651896466996,-0.0224122925983144,-0.002025687688722022
Unknown40,0.029618459693024346,-0.01798696451518722,-0.0010382443831878363,-0.01915857312474359,-0.048052815468194676,-0.03876863309143244,-0.04029086292391705,0.02266266331282929,0.01151610702963185,-0.07664469760683978,-0.05812339295799679,0.007587722044232192,-0.03009507033000558,-0.013666880567862083,0.003992503103504852,0.031993411580442,0.025712276797133393,0.010255067147207086,0.009612643441789692,0.006079753313535635,0.007003493971833363
Unknown41,-0.015542564684331572,0.006997728739625897,0.03276195325191972,0.01989046279450503,-0.0045275520332144666,0.01275242939359271,0.06563514341043063,-0.058157613817894305,0.031071252955711365,0.04365924918113945,-0.019239083110279553,0.0185946906631482,0.04623968693102504,0.15938374872946132,-0.0420024033244586,0.006833342611616222,0.01753095219199652,0.02197030757716424,-0.015493385255958642,-0.11764181234867373,-0.033730123172802495
